sqft,bedrooms,bathrooms,clean_type,clutter,fridge,oven,labor_hours,clock_hours,rate_check_hours,price,solo_label,solo_hours,solo_price
3400,2,3,standard,high,yes,no,2.44,1.22,16.27,110,SOLO STANDARD,2.44,110
3400,2,3,standard,high,yes,yes,3.06,1.53,18.37,140,SOLO STANDARD,3.06,140
3400,2,3,deep,low,no,no,3.52,1.76,9.13,160,SOLO DEEP,3.52,160
3400,2,3,deep,low,no,yes,4.15,2.07,11.23,185,SOLO DEEP,4.15,185
3400,2,3,deep,low,yes,no,3.21,1.6,10.83,145,SOLO DEEP,3.21,145
3400,2,3,deep,low,yes,yes,3.84,1.92,12.93,175,SOLO DEEP,3.84,175
3400,2,3,deep,medium,no,no,3.82,1.91,11.83,170,SOLO DEEP,3.82,170
3400,2,3,deep,medium,no,yes,4.45,2.22,13.93,200,SOLO DEEP,4.45,200
3400,2,3,deep,medium,yes,no,3.51,1.75,13.53,160,SOLO DEEP,3.51,160
3400,2,3,deep,medium,yes,yes,4.13,2.07,15.63,185,SOLO DEEP,4.13,185
3400,2,3,deep,high,no,no,4.54,2.27,29.3,205,SOLO DEEP,4.54,205
3400,2,3,deep,high,no,yes,5.17,2.58,31.4,235,SOLO DEEP,5.17,235
3400,2,3,deep,high,yes,no,4.23,2.11,31,190,SOLO DEEP,4.23,190
3400,2,3,deep,high,yes,yes,4.86,2.43,33.1,220,SOLO DEEP,4.86,220
3400,2,4,standard,low,no,no,1.88,0.94,4.54,85,SOLO STANDARD,1.88,85
3400,2,4,standard,low,no,yes,2.51,1.25,6.64,115,SOLO STANDARD,2.51,115
3400,2,4,standard,low,yes,no,1.57,0.78,6.24,70,SOLO STANDARD,1.57,70
3400,2,4,standard,low,yes,yes,2.2,1.1,8.34,100,SOLO STANDARD,2.2,100
3400,2,4,standard,medium,no,no,2.17,1.09,5.88,100,SOLO STANDARD,2.17,100
3400,2,4,standard,medium,no,yes,2.8,1.4,7.98,125,SOLO STANDARD,2.8,125
3400,2,4,standard,medium,yes,no,1.86,0.93,7.58,85,SOLO STANDARD,1.86,85
3400,2,4,standard,medium,yes,yes,2.49,1.25,9.68,110,SOLO STANDARD,2.49,110
3400,2,4,standard,high,no,no,2.9,1.45,14.57,130,SOLO STANDARD,2.9,130
3400,2,4,standard,high,no,yes,3.53,1.76,16.67,160,SOLO STANDARD,3.53,160
3400,2,4,standard,high,yes,no,2.59,1.29,16.27,115,SOLO STANDARD,2.59,115
3400,2,4,standard,high,yes,yes,3.21,1.61,18.37,145,SOLO STANDARD,3.21,145
3400,2,4,deep,low,no,no,3.67,1.84,9.13,165,SOLO DEEP,3.67,165
3400,2,4,deep,low,no,yes,4.3,2.15,11.23,195,SOLO DEEP,4.3,195
3400,2,4,deep,low,yes,no,3.36,1.68,10.83,150,SOLO DEEP,3.36,150
3400,2,4,deep,low,yes,yes,3.99,1.99,12.93,180,SOLO DEEP,3.99,180
3400,2,4,deep,medium,no,no,3.97,1.98,11.83,180,SOLO DEEP,3.97,180
3400,2,4,deep,medium,no,yes,4.6,2.3,13.93,205,SOLO DEEP,4.6,205
3400,2,4,deep,medium,yes,no,3.66,1.83,13.53,165,SOLO DEEP,3.66,165
3400,2,4,deep,medium,yes,yes,4.29,2.14,15.63,195,SOLO DEEP,4.29,195
3400,2,4,deep,high,no,no,4.69,2.34,29.3,210,SOLO DEEP,4.69,210
3400,2,4,deep,high,no,yes,5.32,2.66,31.4,240,SOLO DEEP,5.32,240
3400,2,4,deep,high,yes,no,4.38,2.19,31,195,SOLO DEEP,4.38,195
3400,2,4,deep,high,yes,yes,5.01,2.5,33.1,225,SOLO DEEP,5.01,225
3400,2,5,standard,low,no,no,2.03,1.01,4.54,90,SOLO STANDARD,2.03,90
3400,2,5,standard,low,no,yes,2.66,1.33,6.64,120,SOLO STANDARD,2.66,120
3400,2,5,standard,low,yes,no,1.72,0.86,6.24,75,SOLO STANDARD,1.72,75
3400,2,5,standard,low,yes,yes,2.35,1.17,8.34,105,SOLO STANDARD,2.35,105
3400,2,5,standard,medium,no,no,2.32,1.16,5.88,105,SOLO STANDARD,2.32,105
3400,2,5,standard,medium,no,yes,2.95,1.48,7.98,135,SOLO STANDARD,2.95,135
3400,2,5,standard,medium,yes,no,2.01,1.01,7.58,90,SOLO STANDARD,2.01,90
3400,2,5,standard,medium,yes,yes,2.64,1.32,9.68,120,SOLO STANDARD,2.64,120
3400,2,5,standard,high,no,no,3.05,1.52,14.57,135,SOLO STANDARD,3.05,135
3400,2,5,standard,high,no,yes,3.68,1.84,16.67,165,SOLO STANDARD,3.68,165
3400,2,5,standard,high,yes,no,2.74,1.37,16.27,125,SOLO STANDARD,2.74,125
3400,2,5,standard,high,yes,yes,3.36,1.68,18.37,150,SOLO STANDARD,3.36,150
3400,2,5,deep,low,no,no,3.82,1.91,9.13,170,SOLO DEEP,3.82,170
3400,2,5,deep,low,no,yes,4.45,2.23,11.23,200,SOLO DEEP,4.45,200
3400,2,5,deep,low,yes,no,3.51,1.76,10.83,160,SOLO DEEP,3.51,160
3400,2,5,deep,low,yes,yes,4.14,2.07,12.93,185,SOLO DEEP,4.14,185
3400,2,5,deep,medium,no,no,4.12,2.06,11.83,185,SOLO DEEP,4.12,185
3400,2,5,deep,medium,no,yes,4.75,2.37,13.93,215,SOLO DEEP,4.75,215
3400,2,5,deep,medium,yes,no,3.81,1.9,13.53,170,SOLO DEEP,3.81,170
3400,2,5,deep,medium,yes,yes,4.44,2.22,15.63,200,SOLO DEEP,4.44,200
3400,2,5,deep,high,no,no,4.84,2.42,29.3,220,SOLO DEEP,4.84,220
3400,2,5,deep,high,no,yes,5.47,2.73,31.4,245,SOLO DEEP,5.47,245
3400,2,5,deep,high,yes,no,4.53,2.26,31,205,SOLO DEEP,4.53,205
3400,2,5,deep,high,yes,yes,5.16,2.58,33.1,230,SOLO DEEP,5.16,230
3400,3,1,standard,low,no,no,1.99,0.99,4.54,90,SOLO STANDARD,1.99,90
3400,3,1,standard,low,no,yes,2.62,1.31,6.64,120,SOLO STANDARD,2.62,120
3400,3,1,standard,low,yes,no,1.68,0.84,6.24,75,SOLO STANDARD,1.68,75
3400,3,1,standard,low,yes,yes,2.31,1.15,8.34,105,SOLO STANDARD,2.31,105
3400,3,1,standard,medium,no,no,2.28,1.14,5.88,105,SOLO STANDARD,2.28,105
3400,3,1,standard,medium,no,yes,2.91,1.46,7.98,130,SOLO STANDARD,2.91,130
3400,3,1,standard,medium,yes,no,1.97,0.99,7.58,90,SOLO STANDARD,1.97,90
3400,3,1,standard,medium,yes,yes,2.6,1.3,9.68,115,SOLO STANDARD,2.6,115
3400,3,1,standard,high,no,no,3.01,1.5,14.57,135,SOLO STANDARD,3.01,135
3400,3,1,standard,high,no,yes,3.64,1.82,16.67,165,SOLO STANDARD,3.64,165
3400,3,1,standard,high,yes,no,2.7,1.35,16.27,120,SOLO STANDARD,2.7,120
3400,3,1,standard,high,yes,yes,3.32,1.66,18.37,150,SOLO STANDARD,3.32,150
3400,3,1,deep,low,no,no,3.78,1.89,9.13,170,SOLO DEEP,3.78,170
3400,3,1,deep,low,no,yes,4.41,2.21,11.23,200,SOLO DEEP,4.41,200
3400,3,1,deep,low,yes,no,3.47,1.74,10.83,155,SOLO DEEP,3.47,155
3400,3,1,deep,low,yes,yes,4.1,2.05,12.93,185,SOLO DEEP,4.1,185
3400,3,1,deep,medium,no,no,4.08,2.04,11.83,185,SOLO DEEP,4.08,185
3400,3,1,deep,medium,no,yes,4.71,2.35,13.93,210,SOLO DEEP,4.71,210
3400,3,1,deep,medium,yes,no,3.77,1.88,13.53,170,SOLO DEEP,3.77,170
3400,3,1,deep,medium,yes,yes,4.4,2.2,15.63,200,SOLO DEEP,4.4,200
3400,3,1,deep,high,no,no,4.8,2.4,29.3,215,SOLO DEEP,4.8,215
3400,3,1,deep,high,no,yes,5.43,2.71,31.4,245,SOLO DEEP,5.43,245
3400,3,1,deep,high,yes,no,4.49,2.24,31,200,SOLO DEEP,4.49,200
3400,3,1,deep,high,yes,yes,5.12,2.56,33.1,230,SOLO DEEP,5.12,230
3400,3,2,standard,low,no,no,2.14,1.07,4.54,95,SOLO STANDARD,2.14,95
3400,3,2,standard,low,no,yes,2.77,1.38,6.64,125,SOLO STANDARD,2.77,125
3400,3,2,standard,low,yes,no,1.83,0.91,6.24,80,SOLO STANDARD,1.83,80
3400,3,2,standard,low,yes,yes,2.46,1.23,8.34,110,SOLO STANDARD,2.46,110
3400,3,2,standard,medium,no,no,2.43,1.22,5.88,110,SOLO STANDARD,2.43,110
3400,3,2,standard,medium,no,yes,3.06,1.53,7.98,140,SOLO STANDARD,3.06,140
3400,3,2,standard,medium,yes,no,2.12,1.06,7.58,95,SOLO STANDARD,2.12,95
3400,3,2,standard,medium,yes,yes,2.75,1.38,9.68,125,SOLO STANDARD,2.75,125
3400,3,2,standard,high,no,no,3.16,1.58,14.57,140,SOLO STANDARD,3.16,140
3400,3,2,standard,high,no,yes,3.79,1.89,16.67,170,SOLO STANDARD,3.79,170
3400,3,2,standard,high,yes,no,2.85,1.42,16.27,130,SOLO STANDARD,2.85,130
3400,3,2,standard,high,yes,yes,3.47,1.74,18.37,155,SOLO STANDARD,3.47,155
3400,3,2,deep,low,no,no,3.93,1.97,9.13,175,SOLO DEEP,3.93,175
3400,3,2,deep,low,no,yes,4.56,2.28,11.23,205,SOLO DEEP,4.56,205
3400,3,2,deep,low,yes,no,3.62,1.81,10.83,165,SOLO DEEP,3.62,165
3400,3,2,deep,low,yes,yes,4.25,2.12,12.93,190,SOLO DEEP,4.25,190
3400,3,2,deep,medium,no,no,4.23,2.11,11.83,190,SOLO DEEP,4.23,190
3400,3,2,deep,medium,no,yes,4.86,2.43,13.93,220,SOLO DEEP,4.86,220
3400,3,2,deep,medium,yes,no,3.92,1.96,13.53,175,SOLO DEEP,3.92,175
3400,3,2,deep,medium,yes,yes,4.55,2.27,15.63,205,SOLO DEEP,4.55,205
3400,3,2,deep,high,no,no,4.95,2.47,29.3,225,SOLO DEEP,4.95,225
3400,3,2,deep,high,no,yes,5.58,2.79,31.4,250,SOLO DEEP,5.58,250
3400,3,2,deep,high,yes,no,4.64,2.32,31,210,SOLO DEEP,4.64,210
3400,3,2,deep,high,yes,yes,5.27,2.63,33.1,235,SOLO DEEP,5.27,235
3400,3,3,standard,low,no,no,2.29,1.14,4.54,105,SOLO STANDARD,2.29,105
3400,3,3,standard,low,no,yes,2.92,1.46,6.64,130,SOLO STANDARD,2.92,130
3400,3,3,standard,low,yes,no,1.98,0.99,6.24,90,SOLO STANDARD,1.98,90
3400,3,3,standard,low,yes,yes,2.61,1.3,8.34,115,SOLO STANDARD,2.61,115
3400,3,3,standard,medium,no,no,2.59,1.29,5.88,115,SOLO STANDARD,2.59,115
3400,3,3,standard,medium,no,yes,3.21,1.61,7.98,145,SOLO STANDARD,3.21,145
3400,3,3,standard,medium,yes,no,2.27,1.14,7.58,100,SOLO STANDARD,2.27,100
3400,3,3,standard,medium,yes,yes,2.9,1.45,9.68,130,SOLO STANDARD,2.9,130
3400,3,3,standard,high,no,no,3.31,1.65,14.57,150,SOLO STANDARD,3.31,150
3400,3,3,standard,high,no,yes,3.94,1.97,16.67,175,SOLO STANDARD,3.94,175
3400,3,3,standard,high,yes,no,3,1.5,16.27,135,SOLO STANDARD,3,135
3400,3,3,standard,high,yes,yes,3.62,1.81,18.37,165,SOLO STANDARD,3.62,165
3400,3,3,deep,low,no,no,4.08,2.04,9.13,185,SOLO DEEP,4.08,185
3400,3,3,deep,low,no,yes,4.71,2.36,11.23,210,SOLO DEEP,4.71,210
3400,3,3,deep,low,yes,no,3.77,1.89,10.83,170,SOLO DEEP,3.77,170
3400,3,3,deep,low,yes,yes,4.4,2.2,12.93,200,SOLO DEEP,4.4,200
3400,3,3,deep,medium,no,no,4.38,2.19,11.83,195,SOLO DEEP,4.38,195
3400,3,3,deep,medium,no,yes,5.01,2.5,13.93,225,SOLO DEEP,5.01,225
3400,3,3,deep,medium,yes,no,4.07,2.03,13.53,185,SOLO DEEP,4.07,185
3400,3,3,deep,medium,yes,yes,4.7,2.35,15.63,210,SOLO DEEP,4.7,210
3400,3,3,deep,high,no,no,5.1,2.55,29.3,230,SOLO DEEP,5.1,230
3400,3,3,deep,high,no,yes,5.73,2.86,31.4,260,SOLO DEEP,5.73,260
3400,3,3,deep,high,yes,no,4.79,2.39,31,215,SOLO DEEP,4.79,215
3400,3,3,deep,high,yes,yes,5.42,2.71,33.1,245,SOLO DEEP,5.42,245
3400,3,4,standard,low,no,no,2.44,1.22,4.54,110,SOLO STANDARD,2.44,110
3400,3,4,standard,low,no,yes,3.07,1.53,6.64,140,SOLO STANDARD,3.07,140
3400,3,4,standard,low,yes,no,2.13,1.06,6.24,95,SOLO STANDARD,2.13,95
3400,3,4,standard,low,yes,yes,2.76,1.38,8.34,125,SOLO STANDARD,2.76,125
3400,3,4,standard,medium,no,no,2.74,1.37,5.88,125,SOLO STANDARD,2.74,125
3400,3,4,standard,medium,no,yes,3.36,1.68,7.98,150,SOLO STANDARD,3.36,150
3400,3,4,standard,medium,yes,no,2.42,1.21,7.58,110,SOLO STANDARD,2.42,110
3400,3,4,standard,medium,yes,yes,3.05,1.53,9.68,135,SOLO STANDARD,3.05,135
3400,3,4,standard,high,no,no,3.46,1.73,14.57,155,SOLO STANDARD,3.46,155
3400,3,4,standard,high,no,yes,4.09,2.04,16.67,185,SOLO STANDARD,4.09,185
3400,3,4,standard,high,yes,no,3.15,1.57,16.27,140,SOLO STANDARD,3.15,140
3400,3,4,standard,high,yes,yes,3.78,1.89,18.37,170,SOLO STANDARD,3.78,170
3400,3,4,deep,low,no,no,4.23,2.12,9.13,190,SOLO DEEP,4.23,190
3400,3,4,deep,low,no,yes,4.86,2.43,11.23,220,SOLO DEEP,4.86,220
3400,3,4,deep,low,yes,no,3.92,1.96,10.83,175,SOLO DEEP,3.92,175
3400,3,4,deep,low,yes,yes,4.55,2.28,12.93,205,SOLO DEEP,4.55,205
3400,3,4,deep,medium,no,no,4.53,2.26,11.83,205,SOLO DEEP,4.53,205
3400,3,4,deep,medium,no,yes,5.16,2.58,13.93,230,SOLO DEEP,5.16,230
3400,3,4,deep,medium,yes,no,4.22,2.11,13.53,190,SOLO DEEP,4.22,190
3400,3,4,deep,medium,yes,yes,4.85,2.42,15.63,220,SOLO DEEP,4.85,220
3400,3,4,deep,high,no,no,5.25,2.62,29.3,235,SOLO DEEP,5.25,235
3400,3,4,deep,high,no,yes,5.88,2.94,31.4,265,SOLO DEEP,5.88,265
3400,3,4,deep,high,yes,no,4.94,2.47,31,220,SOLO DEEP,4.94,220
3400,3,4,deep,high,yes,yes,5.57,2.78,33.1,250,SOLO DEEP,5.57,250
3400,3,5,standard,low,no,no,2.59,1.3,4.54,115,SOLO STANDARD,2.59,115
3400,3,5,standard,low,no,yes,3.22,1.61,6.64,145,SOLO STANDARD,3.22,145
3400,3,5,standard,low,yes,no,2.28,1.14,6.24,105,SOLO STANDARD,2.28,105
3400,3,5,standard,low,yes,yes,2.91,1.45,8.34,130,SOLO STANDARD,2.91,130
3400,3,5,standard,medium,no,no,2.89,1.44,5.88,130,SOLO STANDARD,2.89,130
3400,3,5,standard,medium,no,yes,3.51,1.76,7.98,160,SOLO STANDARD,3.51,160
3400,3,5,standard,medium,yes,no,2.57,1.29,7.58,115,SOLO STANDARD,2.57,115
3400,3,5,standard,medium,yes,yes,3.2,1.6,9.68,145,SOLO STANDARD,3.2,145
3400,3,5,standard,high,no,no,3.61,1.8,14.57,160,SOLO STANDARD,3.61,160
3400,3,5,standard,high,no,yes,4.24,2.12,16.67,190,SOLO STANDARD,4.24,190
3400,3,5,standard,high,yes,no,3.3,1.65,16.27,150,SOLO STANDARD,3.3,150
3400,3,5,standard,high,yes,yes,3.93,1.96,18.37,175,SOLO STANDARD,3.93,175
3400,3,5,deep,low,no,no,4.38,2.19,9.13,195,SOLO DEEP,4.38,195
3400,3,5,deep,low,no,yes,5.01,2.51,11.23,225,SOLO DEEP,5.01,225
3400,3,5,deep,low,yes,no,4.07,2.04,10.83,185,SOLO DEEP,4.07,185
3400,3,5,deep,low,yes,yes,4.7,2.35,12.93,210,SOLO DEEP,4.7,210
3400,3,5,deep,medium,no,no,4.68,2.34,11.83,210,SOLO DEEP,4.68,210
3400,3,5,deep,medium,no,yes,5.31,2.65,13.93,240,SOLO DEEP,5.31,240
3400,3,5,deep,medium,yes,no,4.37,2.18,13.53,195,SOLO DEEP,4.37,195
3400,3,5,deep,medium,yes,yes,5,2.5,15.63,225,SOLO DEEP,5,225
3400,3,5,deep,high,no,no,5.4,2.7,29.3,245,SOLO DEEP,5.4,245
3400,3,5,deep,high,no,yes,6.03,3.01,31.4,270,,,
3400,3,5,deep,high,yes,no,5.09,2.54,31,230,SOLO DEEP,5.09,230
3400,3,5,deep,high,yes,yes,5.72,2.86,33.1,255,SOLO DEEP,5.72,255
3400,4,1,standard,low,no,no,2.55,1.27,4.54,115,SOLO STANDARD,2.55,115
3400,4,1,standard,low,no,yes,3.18,1.59,6.64,145,SOLO STANDARD,3.18,145
3400,4,1,standard,low,yes,no,2.24,1.12,6.24,100,SOLO STANDARD,2.24,100
3400,4,1,standard,low,yes,yes,2.87,1.43,8.34,130,SOLO STANDARD,2.87,130
3400,4,1,standard,medium,no,no,2.85,1.42,5.88,130,SOLO STANDARD,2.85,130
3400,4,1,standard,medium,no,yes,3.47,1.74,7.98,155,SOLO STANDARD,3.47,155
3400,4,1,standard,medium,yes,no,2.53,1.27,7.58,115,SOLO STANDARD,2.53,115
3400,4,1,standard,medium,yes,yes,3.16,1.58,9.68,140,SOLO STANDARD,3.16,140
3400,4,1,standard,high,no,no,3.57,1.78,14.57,160,SOLO STANDARD,3.57,160
3400,4,1,standard,high,no,yes,4.2,2.1,16.67,190,SOLO STANDARD,4.2,190
3400,4,1,standard,high,yes,no,3.26,1.63,16.27,145,SOLO STANDARD,3.26,145
3400,4,1,standard,high,yes,yes,3.89,1.94,18.37,175,SOLO STANDARD,3.89,175
3400,4,1,deep,low,no,no,4.34,2.17,9.13,195,SOLO DEEP,4.34,195
3400,4,1,deep,low,no,yes,4.97,2.49,11.23,225,SOLO DEEP,4.97,225
3400,4,1,deep,low,yes,no,4.03,2.02,10.83,180,SOLO DEEP,4.03,180
3400,4,1,deep,low,yes,yes,4.66,2.33,12.93,210,SOLO DEEP,4.66,210
3400,4,1,deep,medium,no,no,4.64,2.32,11.83,210,SOLO DEEP,4.64,210
3400,4,1,deep,medium,no,yes,5.27,2.63,13.93,235,SOLO DEEP,5.27,235
3400,4,1,deep,medium,yes,no,4.33,2.16,13.53,195,SOLO DEEP,4.33,195
3400,4,1,deep,medium,yes,yes,4.96,2.48,15.63,225,SOLO DEEP,4.96,225
3400,4,1,deep,high,no,no,5.36,2.68,29.3,240,SOLO DEEP,5.36,240
3400,4,1,deep,high,no,yes,5.99,2.99,31.4,270,SOLO DEEP,5.99,270
3400,4,1,deep,high,yes,no,5.05,2.52,31,225,SOLO DEEP,5.05,225
3400,4,1,deep,high,yes,yes,5.68,2.84,33.1,255,SOLO DEEP,5.68,255
3400,4,2,standard,low,no,no,2.7,1.35,4.54,120,SOLO STANDARD,2.7,120
3400,4,2,standard,low,no,yes,3.33,1.66,6.64,150,SOLO STANDARD,3.33,150
3400,4,2,standard,low,yes,no,2.39,1.19,6.24,110,SOLO STANDARD,2.39,110
3400,4,2,standard,low,yes,yes,3.02,1.51,8.34,135,SOLO STANDARD,3.02,135
3400,4,2,standard,medium,no,no,3,1.5,5.88,135,SOLO STANDARD,3,135
3400,4,2,standard,medium,no,yes,3.62,1.81,7.98,165,SOLO STANDARD,3.62,165
3400,4,2,standard,medium,yes,no,2.68,1.34,7.58,120,SOLO STANDARD,2.68,120
3400,4,2,standard,medium,yes,yes,3.31,1.66,9.68,150,SOLO STANDARD,3.31,150
3400,4,2,standard,high,no,no,3.72,1.86,14.57,165,SOLO STANDARD,3.72,165
3400,4,2,standard,high,no,yes,4.35,2.17,16.67,195,SOLO STANDARD,4.35,195
3400,4,2,standard,high,yes,no,3.41,1.7,16.27,155,SOLO STANDARD,3.41,155
3400,4,2,standard,high,yes,yes,4.04,2.02,18.37,180,SOLO STANDARD,4.04,180
3400,4,2,deep,low,no,no,4.49,2.25,9.13,200,SOLO DEEP,4.49,200
3400,4,2,deep,low,no,yes,5.12,2.56,11.23,230,SOLO DEEP,5.12,230
3400,4,2,deep,low,yes,no,4.18,2.09,10.83,190,SOLO DEEP,4.18,190
3400,4,2,deep,low,yes,yes,4.81,2.41,12.93,215,SOLO DEEP,4.81,215
3400,4,2,deep,medium,no,no,4.79,2.39,11.83,215,SOLO DEEP,4.79,215
3400,4,2,deep,medium,no,yes,5.42,2.71,13.93,245,SOLO DEEP,5.42,245
3400,4,2,deep,medium,yes,no,4.48,2.24,13.53,200,SOLO DEEP,4.48,200
3400,4,2,deep,medium,yes,yes,5.11,2.55,15.63,230,SOLO DEEP,5.11,230
3400,4,2,deep,high,no,no,5.51,2.75,29.3,250,SOLO DEEP,5.51,250
3400,4,2,deep,high,no,yes,6.14,3.07,31.4,275,,,
3400,4,2,deep,high,yes,no,5.2,2.6,31,235,SOLO DEEP,5.2,235
3400,4,2,deep,high,yes,yes,5.83,2.91,33.1,260,SOLO DEEP,5.83,260
3400,4,3,standard,low,no,no,2.85,1.43,4.54,130,SOLO STANDARD,2.85,130
3400,4,3,standard,low,no,yes,3.48,1.74,6.64,155,SOLO STANDARD,3.48,155
3400,4,3,standard,low,yes,no,2.54,1.27,6.24,115,SOLO STANDARD,2.54,115
3400,4,3,standard,low,yes,yes,3.17,1.58,8.34,145,SOLO STANDARD,3.17,145
3400,4,3,standard,medium,no,no,3.15,1.57,5.88,140,SOLO STANDARD,3.15,140
3400,4,3,standard,medium,no,yes,3.78,1.89,7.98,170,SOLO STANDARD,3.78,170
3400,4,3,standard,medium,yes,no,2.84,1.42,7.58,130,SOLO STANDARD,2.84,130
3400,4,3,standard,medium,yes,yes,3.46,1.73,9.68,155,SOLO STANDARD,3.46,155
3400,4,3,standard,high,no,no,3.87,1.93,14.57,175,SOLO STANDARD,3.87,175
3400,4,3,standard,high,no,yes,4.5,2.25,16.67,200,SOLO STANDARD,4.5,205
3400,4,3,standard,high,yes,no,3.56,1.78,16.27,160,SOLO STANDARD,3.56,160
3400,4,3,standard,high,yes,yes,4.19,2.09,18.37,190,SOLO STANDARD,4.19,190
3400,4,3,deep,low,no,no,4.64,2.32,9.13,210,SOLO DEEP,4.64,210
3400,4,3,deep,low,no,yes,5.27,2.64,11.23,235,SOLO DEEP,5.27,235
3400,4,3,deep,low,yes,no,4.33,2.17,10.83,195,SOLO DEEP,4.33,195
3400,4,3,deep,low,yes,yes,4.96,2.48,12.93,225,SOLO DEEP,4.96,225
3400,4,3,deep,medium,no,no,4.94,2.47,11.83,220,SOLO DEEP,4.94,220
3400,4,3,deep,medium,no,yes,5.57,2.78,13.93,250,SOLO DEEP,5.57,250
3400,4,3,deep,medium,yes,no,4.63,2.31,13.53,210,SOLO DEEP,4.63,210
3400,4,3,deep,medium,yes,yes,5.26,2.63,15.63,235,SOLO DEEP,5.26,235
3400,4,3,deep,high,no,no,5.66,2.83,29.3,255,SOLO DEEP,5.66,255
3400,4,3,deep,high,no,yes,6.29,3.14,31.4,285,,,
3400,4,3,deep,high,yes,no,5.35,2.67,31,240,SOLO DEEP,5.35,240
3400,4,3,deep,high,yes,yes,5.98,2.99,33.1,270,SOLO DEEP,5.98,270
3400,4,4,standard,low,no,no,3,1.5,4.54,135,SOLO STANDARD,3,135
3400,4,4,standard,low,no,yes,3.63,1.81,6.64,165,SOLO STANDARD,3.63,165
3400,4,4,standard,low,yes,no,2.69,1.34,6.24,120,SOLO STANDARD,2.69,120
3400,4,4,standard,low,yes,yes,3.32,1.66,8.34,150,SOLO STANDARD,3.32,150
3400,4,4,standard,medium,no,no,3.3,1.65,5.88,150,SOLO STANDARD,3.3,150
3400,4,4,standard,medium,no,yes,3.93,1.96,7.98,175,SOLO STANDARD,3.93,175
3400,4,4,standard,medium,yes,no,2.99,1.49,7.58,135,SOLO STANDARD,2.99,135
3400,4,4,standard,medium,yes,yes,3.61,1.81,9.68,165,SOLO STANDARD,3.61,160
3400,4,4,standard,high,no,no,4.02,2.01,14.57,180,SOLO STANDARD,4.02,180
3400,4,4,standard,high,no,yes,4.65,2.32,16.67,210,SOLO STANDARD,4.65,210
3400,4,4,standard,high,yes,no,3.71,1.85,16.27,165,SOLO STANDARD,3.71,165
3400,4,4,standard,high,yes,yes,4.34,2.17,18.37,195,SOLO STANDARD,4.34,195
3400,4,4,deep,low,no,no,4.79,2.4,9.13,215,SOLO DEEP,4.79,215
3400,4,4,deep,low,no,yes,5.42,2.71,11.23,245,SOLO DEEP,5.42,245
3400,4,4,deep,low,yes,no,4.48,2.24,10.83,200,SOLO DEEP,4.48,200
3400,4,4,deep,low,yes,yes,5.11,2.56,12.93,230,SOLO DEEP,5.11,230
3400,4,4,deep,medium,no,no,5.09,2.54,11.83,230,SOLO DEEP,5.09,230
3400,4,4,deep,medium,no,yes,5.72,2.86,13.93,255,SOLO DEEP,5.72,255
3400,4,4,deep,medium,yes,no,4.78,2.39,13.53,215,SOLO DEEP,4.78,215
3400,4,4,deep,medium,yes,yes,5.41,2.7,15.63,245,SOLO DEEP,5.41,245
3400,4,4,deep,high,no,no,5.81,2.91,29.3,260,SOLO DEEP,5.81,260
3400,4,4,deep,high,no,yes,6.44,3.22,31.4,290,,,
3400,4,4,deep,high,yes,no,5.5,2.75,31,245,SOLO DEEP,5.5,250
3400,4,4,deep,high,yes,yes,6.13,3.06,33.1,275,,,
3400,4,5,standard,low,no,no,3.15,1.58,4.54,140,SOLO STANDARD,3.15,140
3400,4,5,standard,low,no,yes,3.78,1.89,6.64,170,SOLO STANDARD,3.78,170
3400,4,5,standard,low,yes,no,2.84,1.42,6.24,130,SOLO STANDARD,2.84,130
3400,4,5,standard,low,yes,yes,3.47,1.73,8.34,155,SOLO STANDARD,3.47,155
3400,4,5,standard,medium,no,no,3.45,1.72,5.88,155,SOLO STANDARD,3.45,155
3400,4,5,standard,medium,no,yes,4.08,2.04,7.98,185,SOLO STANDARD,4.08,185
3400,4,5,standard,medium,yes,no,3.14,1.57,7.58,140,SOLO STANDARD,3.14,140
3400,4,5,standard,medium,yes,yes,3.76,1.88,9.68,170,SOLO STANDARD,3.76,170
3400,4,5,standard,high,no,no,4.17,2.08,14.57,190,SOLO STANDARD,4.17,190
3400,4,5,standard,high,no,yes,4.8,2.4,16.67,215,SOLO STANDARD,4.8,215
3400,4,5,standard,high,yes,no,3.86,1.93,16.27,175,SOLO STANDARD,3.86,175
3400,4,5,standard,high,yes,yes,4.49,2.24,18.37,200,SOLO STANDARD,4.49,200
3400,4,5,deep,low,no,no,4.94,2.47,9.13,220,SOLO DEEP,4.94,220
3400,4,5,deep,low,no,yes,5.57,2.79,11.23,250,SOLO DEEP,5.57,250
3400,4,5,deep,low,yes,no,4.63,2.32,10.83,210,SOLO DEEP,4.63,210
3400,4,5,deep,low,yes,yes,5.26,2.63,12.93,235,SOLO DEEP,5.26,235
3400,4,5,deep,medium,no,no,5.24,2.62,11.83,235,SOLO DEEP,5.24,235
3400,4,5,deep,medium,no,yes,5.87,2.93,13.93,265,SOLO DEEP,5.87,265
3400,4,5,deep,medium,yes,no,4.93,2.46,13.53,220,SOLO DEEP,4.93,220
3400,4,5,deep,medium,yes,yes,5.56,2.78,15.63,250,SOLO DEEP,5.56,250
3400,4,5,deep,high,no,no,5.96,2.98,29.3,270,SOLO DEEP,5.96,270
