sqft,bedrooms,bathrooms,clean_type,clutter,fridge,oven,labor_hours,clock_hours,rate_check_hours,price,solo_label,solo_hours,solo_price
1200,4,4,deep,low,no,no,5,2.5,3.22,225,SOLO DEEP,5,225
1200,4,4,deep,low,no,yes,5.63,2.82,5.32,255,SOLO DEEP,5.63,255
1200,4,4,deep,low,yes,no,4.69,2.35,4.92,210,SOLO DEEP,4.69,210
1200,4,4,deep,low,yes,yes,5.32,2.66,7.02,240,SOLO DEEP,5.32,240
1200,4,4,deep,medium,no,no,5.3,2.65,4.18,240,SOLO DEEP,5.3,240
1200,4,4,deep,medium,no,yes,5.93,2.96,6.28,265,SOLO DEEP,5.93,265
1200,4,4,deep,medium,yes,no,4.99,2.49,5.88,225,SOLO DEEP,4.99,225
1200,4,4,deep,medium,yes,yes,5.62,2.81,7.98,255,SOLO DEEP,5.62,255
1200,4,4,deep,high,no,no,6.02,3.01,10.34,270,,,
1200,4,4,deep,high,no,yes,6.65,3.32,12.44,300,,,
1200,4,4,deep,high,yes,no,5.71,2.85,12.04,255,SOLO DEEP,5.71,255
1200,4,4,deep,high,yes,yes,6.34,3.17,14.14,285,,,
1200,4,5,standard,low,no,no,3.36,1.68,1.6,150,SOLO STANDARD,3.36,150
1200,4,5,standard,low,no,yes,3.99,2,3.7,180,SOLO STANDARD,3.99,180
1200,4,5,standard,low,yes,no,3.05,1.53,3.3,135,SOLO STANDARD,3.05,135
1200,4,5,standard,low,yes,yes,3.68,1.84,5.4,165,SOLO STANDARD,3.68,165
1200,4,5,standard,medium,no,no,3.66,1.83,2.08,165,SOLO STANDARD,3.66,165
1200,4,5,standard,medium,no,yes,4.29,2.14,4.18,195,SOLO STANDARD,4.29,195
1200,4,5,standard,medium,yes,no,3.35,1.67,3.78,150,SOLO STANDARD,3.35,150
1200,4,5,standard,medium,yes,yes,3.98,1.99,5.88,180,SOLO STANDARD,3.98,180
1200,4,5,standard,high,no,no,4.38,2.19,5.14,195,SOLO STANDARD,4.38,195
1200,4,5,standard,high,no,yes,5.01,2.5,7.24,225,SOLO STANDARD,5.01,225
1200,4,5,standard,high,yes,no,4.07,2.03,6.84,185,SOLO STANDARD,4.07,185
1200,4,5,standard,high,yes,yes,4.7,2.35,8.94,210,SOLO STANDARD,4.7,210
1200,4,5,deep,low,no,no,5.15,2.58,3.22,230,SOLO DEEP,5.15,230
1200,4,5,deep,low,no,yes,5.78,2.89,5.32,260,SOLO DEEP,5.78,260
1200,4,5,deep,low,yes,no,4.84,2.42,4.92,220,SOLO DEEP,4.84,220
1200,4,5,deep,low,yes,yes,5.47,2.74,7.02,245,SOLO DEEP,5.47,245
1200,4,5,deep,medium,no,no,5.45,2.72,4.18,245,SOLO DEEP,5.45,245
1200,4,5,deep,medium,no,yes,6.08,3.04,6.28,275,,,
1200,4,5,deep,medium,yes,no,5.14,2.57,5.88,230,SOLO DEEP,5.14,230
1200,4,5,deep,medium,yes,yes,5.77,2.88,7.98,260,SOLO DEEP,5.77,260
1200,4,5,deep,high,no,no,6.17,3.09,10.34,280,,,
1200,4,5,deep,high,no,yes,6.8,3.4,12.44,305,,,
1200,4,5,deep,high,yes,no,5.86,2.93,12.04,265,SOLO DEEP,5.86,265
1200,4,5,deep,high,yes,yes,6.49,3.24,14.14,290,,,
1200,5,1,standard,low,no,no,3.32,1.66,1.6,150,SOLO STANDARD,3.32,150
1200,5,1,standard,low,no,yes,3.95,1.98,3.7,180,SOLO STANDARD,3.95,180
1200,5,1,standard,low,yes,no,3.01,1.51,3.3,135,SOLO STANDARD,3.01,135
1200,5,1,standard,low,yes,yes,3.64,1.82,5.4,165,SOLO STANDARD,3.64,165
1200,5,1,standard,medium,no,no,3.62,1.81,2.08,165,SOLO STANDARD,3.62,165
1200,5,1,standard,medium,no,yes,4.25,2.12,4.18,190,SOLO STANDARD,4.25,190
1200,5,1,standard,medium,yes,no,3.31,1.65,3.78,150,SOLO STANDARD,3.31,150
1200,5,1,standard,medium,yes,yes,3.93,1.97,5.88,175,SOLO STANDARD,3.93,175
1200,5,1,standard,high,no,no,4.34,2.17,5.14,195,SOLO STANDARD,4.34,195
1200,5,1,standard,high,no,yes,4.97,2.48,7.24,225,SOLO STANDARD,4.97,225
1200,5,1,standard,high,yes,no,4.03,2.01,6.84,180,SOLO STANDARD,4.03,180
1200,5,1,standard,high,yes,yes,4.66,2.33,8.94,210,SOLO STANDARD,4.66,210
1200,5,1,deep,low,no,no,5.11,2.56,3.22,230,SOLO DEEP,5.11,230
1200,5,1,deep,low,no,yes,5.74,2.87,5.32,260,SOLO DEEP,5.74,260
1200,5,1,deep,low,yes,no,4.8,2.4,4.92,215,SOLO DEEP,4.8,215
1200,5,1,deep,low,yes,yes,5.43,2.72,7.02,245,SOLO DEEP,5.43,245
1200,5,1,deep,medium,no,no,5.41,2.7,4.18,245,SOLO DEEP,5.41,245
1200,5,1,deep,medium,no,yes,6.04,3.02,6.28,270,,,
1200,5,1,deep,medium,yes,no,5.1,2.55,5.88,230,SOLO DEEP,5.1,230
1200,5,1,deep,medium,yes,yes,5.73,2.86,7.98,260,SOLO DEEP,5.73,260
1200,5,1,deep,high,no,no,6.13,3.07,10.34,275,,,
1200,5,1,deep,high,no,yes,6.76,3.38,12.44,305,,,
1200,5,1,deep,high,yes,no,5.82,2.91,12.04,260,SOLO DEEP,5.82,260
1200,5,1,deep,high,yes,yes,6.45,3.22,14.14,290,,,
1200,5,2,standard,low,no,no,3.47,1.74,1.6,155,SOLO STANDARD,3.47,155
1200,5,2,standard,low,no,yes,4.1,2.05,3.7,185,SOLO STANDARD,4.1,185
1200,5,2,standard,low,yes,no,3.16,1.58,3.3,140,SOLO STANDARD,3.16,140
1200,5,2,standard,low,yes,yes,3.79,1.89,5.4,170,SOLO STANDARD,3.79,170
1200,5,2,standard,medium,no,no,3.77,1.88,2.08,170,SOLO STANDARD,3.77,170
1200,5,2,standard,medium,no,yes,4.4,2.2,4.18,200,SOLO STANDARD,4.4,200
1200,5,2,standard,medium,yes,no,3.46,1.73,3.78,155,SOLO STANDARD,3.46,155
1200,5,2,standard,medium,yes,yes,4.09,2.04,5.88,185,SOLO STANDARD,4.09,185
1200,5,2,standard,high,no,no,4.49,2.24,5.14,200,SOLO STANDARD,4.49,200
1200,5,2,standard,high,no,yes,5.12,2.56,7.24,230,SOLO STANDARD,5.12,230
1200,5,2,standard,high,yes,no,4.18,2.09,6.84,190,SOLO STANDARD,4.18,190
1200,5,2,standard,high,yes,yes,4.81,2.4,8.94,215,SOLO STANDARD,4.81,215
1200,5,2,deep,low,no,no,5.26,2.63,3.22,235,SOLO DEEP,5.26,235
1200,5,2,deep,low,no,yes,5.89,2.95,5.32,265,SOLO DEEP,5.89,265
1200,5,2,deep,low,yes,no,4.95,2.48,4.92,225,SOLO DEEP,4.95,225
1200,5,2,deep,low,yes,yes,5.58,2.79,7.02,250,SOLO DEEP,5.58,250
1200,5,2,deep,medium,no,no,5.56,2.78,4.18,250,SOLO DEEP,5.56,250
1200,5,2,deep,medium,no,yes,6.19,3.09,6.28,280,,,
1200,5,2,deep,medium,yes,no,5.25,2.62,5.88,235,SOLO DEEP,5.25,235
1200,5,2,deep,medium,yes,yes,5.88,2.94,7.98,265,SOLO DEEP,5.88,265
1200,5,2,deep,high,no,no,6.28,3.14,10.34,285,,,
1200,5,2,deep,high,no,yes,6.91,3.45,12.44,310,,,
1200,5,2,deep,high,yes,no,5.97,2.98,12.04,270,SOLO DEEP,5.97,270
1200,5,2,deep,high,yes,yes,6.6,3.3,14.14,295,,,
1200,5,3,standard,low,no,no,3.62,1.81,1.6,165,SOLO STANDARD,3.62,165
1200,5,3,standard,low,no,yes,4.25,2.13,3.7,190,SOLO STANDARD,4.25,190
1200,5,3,standard,low,yes,no,3.31,1.66,3.3,150,SOLO STANDARD,3.31,150
1200,5,3,standard,low,yes,yes,3.94,1.97,5.4,175,SOLO STANDARD,3.94,175
1200,5,3,standard,medium,no,no,3.92,1.96,2.08,175,SOLO STANDARD,3.92,175
1200,5,3,standard,medium,no,yes,4.55,2.27,4.18,205,SOLO STANDARD,4.55,205
1200,5,3,standard,medium,yes,no,3.61,1.8,3.78,160,SOLO STANDARD,3.61,160
1200,5,3,standard,medium,yes,yes,4.24,2.12,5.88,190,SOLO STANDARD,4.24,190
1200,5,3,standard,high,no,no,4.64,2.32,5.14,210,SOLO STANDARD,4.64,210
1200,5,3,standard,high,no,yes,5.27,2.63,7.24,235,SOLO STANDARD,5.27,235
1200,5,3,standard,high,yes,no,4.33,2.16,6.84,195,SOLO STANDARD,4.33,195
1200,5,3,standard,high,yes,yes,4.96,2.48,8.94,225,SOLO STANDARD,4.96,225
1200,5,3,deep,low,no,no,5.41,2.71,3.22,245,SOLO DEEP,5.41,245
1200,5,3,deep,low,no,yes,6.04,3.02,5.32,270,,,
1200,5,3,deep,low,yes,no,5.1,2.55,4.92,230,SOLO DEEP,5.1,230
1200,5,3,deep,low,yes,yes,5.73,2.87,7.02,260,SOLO DEEP,5.73,260
1200,5,3,deep,medium,no,no,5.71,2.85,4.18,255,SOLO DEEP,5.71,255
1200,5,3,deep,medium,no,yes,6.34,3.17,6.28,285,,,
1200,5,3,deep,medium,yes,no,5.4,2.7,5.88,245,SOLO DEEP,5.4,245
1200,5,3,deep,medium,yes,yes,6.03,3.01,7.98,270,,,
1200,5,3,deep,high,no,no,6.43,3.22,10.34,290,,,
1200,5,3,deep,high,no,yes,7.06,3.53,12.44,320,,,
1200,5,3,deep,high,yes,no,6.12,3.06,12.04,275,,,
1200,5,3,deep,high,yes,yes,6.75,3.37,14.14,305,,,
1200,5,4,standard,low,no,no,3.77,1.89,1.6,170,SOLO STANDARD,3.77,170
1200,5,4,standard,low,no,yes,4.4,2.2,3.7,200,SOLO STANDARD,4.4,200
1200,5,4,standard,low,yes,no,3.46,1.73,3.3,155,SOLO STANDARD,3.46,155
1200,5,4,standard,low,yes,yes,4.09,2.05,5.4,185,SOLO STANDARD,4.09,185
1200,5,4,standard,medium,no,no,4.07,2.03,2.08,185,SOLO STANDARD,4.07,185
1200,5,4,standard,medium,no,yes,4.7,2.35,4.18,210,SOLO STANDARD,4.7,210
1200,5,4,standard,medium,yes,no,3.76,1.88,3.78,170,SOLO STANDARD,3.76,170
1200,5,4,standard,medium,yes,yes,4.39,2.19,5.88,195,SOLO STANDARD,4.39,200
1200,5,4,standard,high,no,no,4.79,2.39,5.14,215,SOLO STANDARD,4.79,215
1200,5,4,standard,high,no,yes,5.42,2.71,7.24,245,SOLO STANDARD,5.42,245
1200,5,4,standard,high,yes,no,4.48,2.24,6.84,200,SOLO STANDARD,4.48,200
1200,5,4,standard,high,yes,yes,5.11,2.55,8.94,230,SOLO STANDARD,5.11,230
1200,5,4,deep,low,no,no,5.56,2.78,3.22,250,SOLO DEEP,5.56,250
1200,5,4,deep,low,no,yes,6.19,3.1,5.32,280,,,
1200,5,4,deep,low,yes,no,5.25,2.63,4.92,235,SOLO DEEP,5.25,235
1200,5,4,deep,low,yes,yes,5.88,2.94,7.02,265,SOLO DEEP,5.88,265
1200,5,4,deep,medium,no,no,5.86,2.93,4.18,265,SOLO DEEP,5.86,265
1200,5,4,deep,medium,no,yes,6.49,3.24,6.28,290,,,
1200,5,4,deep,medium,yes,no,5.55,2.77,5.88,250,SOLO DEEP,5.55,250
1200,5,4,deep,medium,yes,yes,6.18,3.09,7.98,280,,,
1200,5,4,deep,high,no,no,6.58,3.29,10.34,295,,,
1200,5,4,deep,high,no,yes,7.21,3.61,12.44,325,,,
1200,5,4,deep,high,yes,no,6.27,3.14,12.04,280,,,
1200,5,4,deep,high,yes,yes,6.9,3.45,14.14,310,,,
1200,5,5,standard,low,no,no,3.92,1.96,1.6,175,SOLO STANDARD,3.92,175
1200,5,5,standard,low,no,yes,4.55,2.28,3.7,205,SOLO STANDARD,4.55,205
1200,5,5,standard,low,yes,no,3.61,1.81,3.3,165,SOLO STANDARD,3.61,160
1200,5,5,standard,low,yes,yes,4.24,2.12,5.4,190,SOLO STANDARD,4.24,190
1200,5,5,standard,medium,no,no,4.22,2.11,2.08,190,SOLO STANDARD,4.22,190
1200,5,5,standard,medium,no,yes,4.85,2.42,4.18,220,SOLO STANDARD,4.85,220
1200,5,5,standard,medium,yes,no,3.91,1.95,3.78,175,SOLO STANDARD,3.91,175
1200,5,5,standard,medium,yes,yes,4.54,2.27,5.88,205,SOLO STANDARD,4.54,205
1200,5,5,standard,high,no,no,4.94,2.47,5.14,220,SOLO STANDARD,4.94,220
1200,5,5,standard,high,no,yes,5.57,2.78,7.24,250,SOLO STANDARD,5.57,250
1200,5,5,standard,high,yes,no,4.63,2.31,6.84,210,SOLO STANDARD,4.63,210
1200,5,5,standard,high,yes,yes,5.26,2.63,8.94,235,SOLO STANDARD,5.26,235
1200,5,5,deep,low,no,no,5.71,2.86,3.22,255,SOLO DEEP,5.71,255
1200,5,5,deep,low,no,yes,6.34,3.17,5.32,285,,,
1200,5,5,deep,low,yes,no,5.4,2.7,4.92,245,SOLO DEEP,5.4,245
1200,5,5,deep,low,yes,yes,6.03,3.02,7.02,270,,,
1200,5,5,deep,medium,no,no,6.01,3.01,4.18,270,,,
1200,5,5,deep,medium,no,yes,6.64,3.32,6.28,300,,,
1200,5,5,deep,medium,yes,no,5.7,2.85,5.88,255,SOLO DEEP,5.7,255
1200,5,5,deep,medium,yes,yes,6.33,3.16,7.98,285,,,
1200,5,5,deep,high,no,no,6.73,3.37,10.34,305,,,
1200,5,5,deep,high,no,yes,7.36,3.68,12.44,330,,,
1200,5,5,deep,high,yes,no,6.42,3.21,12.04,290,,,
1200,5,5,deep,high,yes,yes,7.05,3.52,14.14,315,,,
1200,6,1,standard,low,no,no,3.88,1.94,1.6,175,SOLO STANDARD,3.88,175
1200,6,1,standard,low,no,yes,4.51,2.26,3.7,205,SOLO STANDARD,4.51,205
1200,6,1,standard,low,yes,no,3.57,1.79,3.3,160,SOLO STANDARD,3.57,160
1200,6,1,standard,low,yes,yes,4.2,2.1,5.4,190,SOLO STANDARD,4.2,190
1200,6,1,standard,medium,no,no,4.18,2.09,2.08,190,SOLO STANDARD,4.18,190
1200,6,1,standard,medium,no,yes,4.81,2.4,4.18,215,SOLO STANDARD,4.81,215
1200,6,1,standard,medium,yes,no,3.87,1.93,3.78,175,SOLO STANDARD,3.87,175
1200,6,1,standard,medium,yes,yes,4.5,2.25,5.88,200,SOLO STANDARD,4.5,205
1200,6,1,standard,high,no,no,4.9,2.45,5.14,220,SOLO STANDARD,4.9,220
1200,6,1,standard,high,no,yes,5.53,2.76,7.24,250,SOLO STANDARD,5.53,250
1200,6,1,standard,high,yes,no,4.59,2.29,6.84,205,SOLO STANDARD,4.59,205
1200,6,1,standard,high,yes,yes,5.22,2.61,8.94,235,SOLO STANDARD,5.22,235
1200,6,1,deep,low,no,no,5.67,2.84,3.22,255,SOLO DEEP,5.67,255
1200,6,1,deep,low,no,yes,6.3,3.15,5.32,285,,,
1200,6,1,deep,low,yes,no,5.36,2.68,4.92,240,SOLO DEEP,5.36,240
1200,6,1,deep,low,yes,yes,5.99,3,7.02,270,SOLO DEEP,5.99,270
1200,6,1,deep,medium,no,no,5.97,2.98,4.18,270,SOLO DEEP,5.97,270
1200,6,1,deep,medium,no,yes,6.6,3.3,6.28,295,,,
1200,6,1,deep,medium,yes,no,5.66,2.83,5.88,255,SOLO DEEP,5.66,255
1200,6,1,deep,medium,yes,yes,6.29,3.14,7.98,285,,,
1200,6,1,deep,high,no,no,6.69,3.35,10.34,300,,,
1200,6,1,deep,high,no,yes,7.32,3.66,12.44,330,,,
1200,6,1,deep,high,yes,no,6.38,3.19,12.04,285,,,
1200,6,1,deep,high,yes,yes,7.01,3.5,14.14,315,,,
1200,6,2,standard,low,no,no,4.03,2.02,1.6,180,SOLO STANDARD,4.03,180
1200,6,2,standard,low,no,yes,4.66,2.33,3.7,210,SOLO STANDARD,4.66,210
1200,6,2,standard,low,yes,no,3.72,1.86,3.3,165,SOLO STANDARD,3.72,165
1200,6,2,standard,low,yes,yes,4.35,2.18,5.4,195,SOLO STANDARD,4.35,195
1200,6,2,standard,medium,no,no,4.33,2.16,2.08,195,SOLO STANDARD,4.33,195
1200,6,2,standard,medium,no,yes,4.96,2.48,4.18,225,SOLO STANDARD,4.96,225
1200,6,2,standard,medium,yes,no,4.02,2.01,3.78,180,SOLO STANDARD,4.02,180
1200,6,2,standard,medium,yes,yes,4.65,2.32,5.88,210,SOLO STANDARD,4.65,210
1200,6,2,standard,high,no,no,5.05,2.52,5.14,225,SOLO STANDARD,5.05,225
1200,6,2,standard,high,no,yes,5.68,2.84,7.24,255,SOLO STANDARD,5.68,255
1200,6,2,standard,high,yes,no,4.74,2.37,6.84,215,SOLO STANDARD,4.74,215
1200,6,2,standard,high,yes,yes,5.37,2.68,8.94,240,SOLO STANDARD,5.37,240
1200,6,2,deep,low,no,no,5.82,2.91,3.22,260,SOLO DEEP,5.82,260
1200,6,2,deep,low,no,yes,6.45,3.23,5.32,290,,,
1200,6,2,deep,low,yes,no,5.51,2.76,4.92,250,SOLO DEEP,5.51,250
1200,6,2,deep,low,yes,yes,6.14,3.07,7.02,275,,,
1200,6,2,deep,medium,no,no,6.12,3.06,4.18,275,,,
1200,6,2,deep,medium,no,yes,6.75,3.37,6.28,305,,,
1200,6,2,deep,medium,yes,no,5.81,2.9,5.88,260,SOLO DEEP,5.81,260
1200,6,2,deep,medium,yes,yes,6.44,3.22,7.98,290,,,
1200,6,2,deep,high,no,no,6.84,3.42,10.34,310,,,
1200,6,2,deep,high,no,yes,7.47,3.74,12.44,335,,,
1200,6,2,deep,high,yes,no,6.53,3.27,12.04,295,,,
1200,6,2,deep,high,yes,yes,7.16,3.58,14.14,320,,,
1200,6,3,standard,low,no,no,4.18,2.09,1.6,190,SOLO STANDARD,4.18,190
1200,6,3,standard,low,no,yes,4.81,2.41,3.7,215,SOLO STANDARD,4.81,215
1200,6,3,standard,low,yes,no,3.87,1.94,3.3,175,SOLO STANDARD,3.87,175
1200,6,3,standard,low,yes,yes,4.5,2.25,5.4,205,SOLO STANDARD,4.5,205
1200,6,3,standard,medium,no,no,4.48,2.24,2.08,200,SOLO STANDARD,4.48,200
1200,6,3,standard,medium,no,yes,5.11,2.55,4.18,230,SOLO STANDARD,5.11,230
1200,6,3,standard,medium,yes,no,4.17,2.08,3.78,190,SOLO STANDARD,4.17,190
1200,6,3,standard,medium,yes,yes,4.8,2.4,5.88,215,SOLO STANDARD,4.8,215
1200,6,3,standard,high,no,no,5.2,2.6,5.14,235,SOLO STANDARD,5.2,235
1200,6,3,standard,high,no,yes,5.83,2.91,7.24,260,SOLO STANDARD,5.83,260
1200,6,3,standard,high,yes,no,4.89,2.44,6.84,220,SOLO STANDARD,4.89,220
1200,6,3,standard,high,yes,yes,5.52,2.76,8.94,250,SOLO STANDARD,5.52,250
1200,6,3,deep,low,no,no,5.97,2.99,3.22,270,SOLO DEEP,5.97,270
1200,6,3,deep,low,no,yes,6.6,3.3,5.32,295,,,
1200,6,3,deep,low,yes,no,5.66,2.83,4.92,255,SOLO DEEP,5.66,255
1200,6,3,deep,low,yes,yes,6.29,3.15,7.02,285,,,
1200,6,3,deep,medium,no,no,6.27,3.14,4.18,280,,,
1200,6,3,deep,medium,no,yes,6.9,3.45,6.28,310,,,
1200,6,3,deep,medium,yes,no,5.96,2.98,5.88,270,SOLO DEEP,5.96,270
1200,6,3,deep,medium,yes,yes,6.59,3.29,7.98,295,,,
1200,6,3,deep,high,no,no,6.99,3.5,10.34,315,,,
1200,6,3,deep,high,no,yes,7.62,3.81,12.44,345,,,
1200,6,3,deep,high,yes,no,6.68,3.34,12.04,300,,,
1200,6,3,deep,high,yes,yes,7.31,3.66,14.14,330,,,
1200,6,4,standard,low,no,no,4.33,2.17,1.6,195,SOLO STANDARD,4.33,195
1200,6,4,standard,low,no,yes,4.96,2.48,3.7,225,SOLO STANDARD,4.96,225
1200,6,4,standard,low,yes,no,4.02,2.01,3.3,180,SOLO STANDARD,4.02,180
1200,6,4,standard,low,yes,yes,4.65,2.33,5.4,210,SOLO STANDARD,4.65,210
1200,6,4,standard,medium,no,no,4.63,2.31,2.08,210,SOLO STANDARD,4.63,210
1200,6,4,standard,medium,no,yes,5.26,2.63,4.18,235,SOLO STANDARD,5.26,235
1200,6,4,standard,medium,yes,no,4.32,2.16,3.78,195,SOLO STANDARD,4.32,195
1200,6,4,standard,medium,yes,yes,4.95,2.47,5.88,225,SOLO STANDARD,4.95,225
1200,6,4,standard,high,no,no,5.35,2.67,5.14,240,SOLO STANDARD,5.35,240
1200,6,4,standard,high,no,yes,5.98,2.99,7.24,270,SOLO STANDARD,5.98,270
1200,6,4,standard,high,yes,no,5.04,2.52,6.84,225,SOLO STANDARD,5.04,225
1200,6,4,standard,high,yes,yes,5.67,2.83,8.94,255,SOLO STANDARD,5.67,255
1200,6,4,deep,low,no,no,6.12,3.06,3.22,275,,,
1200,6,4,deep,low,no,yes,6.75,3.38,5.32,305,,,
1200,6,4,deep,low,yes,no,5.81,2.91,4.92,260,SOLO DEEP,5.81,260
1200,6,4,deep,low,yes,yes,6.44,3.22,7.02,290,,,
1200,6,4,deep,medium,no,no,6.42,3.21,4.18,290,,,
1200,6,4,deep,medium,no,yes,7.05,3.52,6.28,315,,,
1200,6,4,deep,medium,yes,no,6.11,3.05,5.88,275,,,
1200,6,4,deep,medium,yes,yes,6.74,3.37,7.98,305,,,
1200,6,4,deep,high,no,no,7.14,3.57,10.34,320,,,
1200,6,4,deep,high,no,yes,7.77,3.89,12.44,350,,,
1200,6,4,deep,high,yes,no,6.83,3.42,12.04,305,,,
1200,6,4,deep,high,yes,yes,7.46,3.73,14.14,335,,,
1200,6,5,standard,low,no,no,4.48,2.24,1.6,200,SOLO STANDARD,4.48,200
1200,6,5,standard,low,no,yes,5.11,2.56,3.7,230,SOLO STANDARD,5.11,230
1200,6,5,standard,low,yes,no,4.17,2.09,3.3,190,SOLO STANDARD,4.17,190
1200,6,5,standard,low,yes,yes,4.8,2.4,5.4,215,SOLO STANDARD,4.8,215
1200,6,5,standard,medium,no,no,4.78,2.39,2.08,215,SOLO STANDARD,4.78,215
1200,6,5,standard,medium,no,yes,5.41,2.7,4.18,245,SOLO STANDARD,5.41,245
1200,6,5,standard,medium,yes,no,4.47,2.23,3.78,200,SOLO STANDARD,4.47,200
1200,6,5,standard,medium,yes,yes,5.1,2.55,5.88,230,SOLO STANDARD,5.1,230
1200,6,5,standard,high,no,no,5.5,2.75,5.14,250,SOLO STANDARD,5.5,250
1200,6,5,standard,high,no,yes,6.13,3.06,7.24,275,,,
1200,6,5,standard,high,yes,no,5.19,2.59,6.84,235,SOLO STANDARD,5.19,235
1200,6,5,standard,high,yes,yes,5.82,2.91,8.94,260,SOLO STANDARD,5.82,260
1200,6,5,deep,low,no,no,6.28,3.14,3.22,280,,,
1200,6,5,deep,low,no,yes,6.9,3.45,5.32,310,,,
1200,6,5,deep,low,yes,no,5.96,2.98,4.92,270,SOLO DEEP,5.96,270
1200,6,5,deep,low,yes,yes,6.59,3.3,7.02,295,,,
1200,6,5,deep,medium,no,no,6.57,3.29,4.18,295,,,
1200,6,5,deep,medium,no,yes,7.2,3.6,6.28,325,,,
1200,6,5,deep,medium,yes,no,6.26,3.13,5.88,280,,,
1200,6,5,deep,medium,yes,yes,6.89,3.44,7.98,310,,,
1200,6,5,deep,high,no,no,7.29,3.65,10.34,330,,,
1200,6,5,deep,high,no,yes,7.92,3.96,12.44,355,,,
1200,6,5,deep,high,yes,no,6.98,3.49,12.04,315,,,
1200,6,5,deep,high,yes,yes,7.61,3.81,14.14,340,,,
1400,1,1,standard,low,no,no,1.06,0.53,1.87,50,SOLO STANDARD,1.06,50
1400,1,1,standard,low,no,yes,1.69,0.84,3.97,75,SOLO STANDARD,1.69,75
1400,1,1,standard,low,yes,no,0.75,0.37,3.57,35,SOLO STANDARD,0.75,35
1400,1,1,standard,low,yes,yes,1.38,0.69,5.67,60,SOLO STANDARD,1.38,60
1400,1,1,standard,medium,no,no,1.35,0.68,2.42,60,SOLO STANDARD,1.35,60
1400,1,1,standard,medium,no,yes,1.98,0.99,4.52,90,SOLO STANDARD,1.98,90
1400,1,1,standard,medium,yes,no,1.04,0.52,4.12,45,SOLO STANDARD,1.04,45
1400,1,1,standard,medium,yes,yes,1.67,0.84,6.22,75,SOLO STANDARD,1.67,75
1400,1,1,standard,high,no,no,2.08,1.04,6,95,SOLO STANDARD,2.08,95
1400,1,1,standard,high,no,yes,2.7,1.35,8.1,120,SOLO STANDARD,2.7,120
1400,1,1,standard,high,yes,no,1.76,0.88,7.7,80,SOLO STANDARD,1.76,80
1400,1,1,standard,high,yes,yes,2.39,1.2,9.8,110,SOLO STANDARD,2.39,110
1400,1,1,deep,low,no,no,2.85,1.43,3.76,130,SOLO DEEP,2.85,130
1400,1,1,deep,low,no,yes,3.48,1.74,5.86,155,SOLO DEEP,3.48,155
1400,1,1,deep,low,yes,no,2.54,1.27,5.46,115,SOLO DEEP,2.54,115
1400,1,1,deep,low,yes,yes,3.17,1.58,7.56,145,SOLO DEEP,3.17,145
1400,1,1,deep,medium,no,no,3.15,1.57,4.87,140,SOLO DEEP,3.15,140
1400,1,1,deep,medium,no,yes,3.78,1.89,6.97,170,SOLO DEEP,3.78,170
1400,1,1,deep,medium,yes,no,2.84,1.42,6.57,130,SOLO DEEP,2.84,130
1400,1,1,deep,medium,yes,yes,3.46,1.73,8.67,155,SOLO DEEP,3.46,155
1400,1,1,deep,high,no,no,3.87,1.93,12.06,175,SOLO DEEP,3.87,175
1400,1,1,deep,high,no,yes,4.5,2.25,14.16,200,SOLO DEEP,4.5,205
1400,1,1,deep,high,yes,no,3.56,1.78,13.76,160,SOLO DEEP,3.56,160
1400,1,1,deep,high,yes,yes,4.19,2.09,15.86,190,SOLO DEEP,4.19,190
1400,1,2,standard,low,no,no,1.21,0.6,1.87,55,SOLO STANDARD,1.21,55
1400,1,2,standard,low,no,yes,1.84,0.92,3.97,85,SOLO STANDARD,1.84,85
1400,1,2,standard,low,yes,no,0.9,0.45,3.57,40,SOLO STANDARD,0.9,40
1400,1,2,standard,low,yes,yes,1.53,0.76,5.67,70,SOLO STANDARD,1.53,70
1400,1,2,standard,medium,no,no,1.5,0.75,2.42,70,SOLO STANDARD,1.5,70
1400,1,2,standard,medium,no,yes,2.13,1.07,4.52,95,SOLO STANDARD,2.13,95
1400,1,2,standard,medium,yes,no,1.19,0.6,4.12,55,SOLO STANDARD,1.19,55
1400,1,2,standard,medium,yes,yes,1.82,0.91,6.22,80,SOLO STANDARD,1.82,80
1400,1,2,standard,high,no,no,2.23,1.11,6,100,SOLO STANDARD,2.23,100
1400,1,2,standard,high,no,yes,2.86,1.43,8.1,130,SOLO STANDARD,2.86,130
1400,1,2,standard,high,yes,no,1.92,0.96,7.7,85,SOLO STANDARD,1.92,85
1400,1,2,standard,high,yes,yes,2.54,1.27,9.8,115,SOLO STANDARD,2.54,115
1400,1,2,deep,low,no,no,3,1.5,3.76,135,SOLO DEEP,3,135
1400,1,2,deep,low,no,yes,3.63,1.82,5.86,165,SOLO DEEP,3.63,165
1400,1,2,deep,low,yes,no,2.69,1.35,5.46,120,SOLO DEEP,2.69,120
1400,1,2,deep,low,yes,yes,3.32,1.66,7.56,150,SOLO DEEP,3.32,150
1400,1,2,deep,medium,no,no,3.3,1.65,4.87,150,SOLO DEEP,3.3,150
1400,1,2,deep,medium,no,yes,3.93,1.96,6.97,175,SOLO DEEP,3.93,175
1400,1,2,deep,medium,yes,no,2.99,1.49,6.57,135,SOLO DEEP,2.99,135
